V1,V2,V3,sci,common,kingdom,phylum,class,family,genus,header,order
Cluster 369,XP_032245506,805,Phoca vitulina,Harbor Seal,Metazoa,Chordata,Mammalia,Phocidae,Phoca,Harbor Seal,Carnivora
Cluster 369,XP_032245506,805,Phoca vitulina,Harbor Seal,Metazoa,Chordata,Mammalia,Phocidae,Phoca,Harbor Seal,Carnivora
Cluster 370,XP_021536480,805,Neomonachus schauinslandi,Hawaiian monk seal,Metazoa,Chordata,Mammalia,Phocidae,Neomonachus,Hawaiian monk seal,Carnivora
Cluster 370,XP_021536480,805,Neomonachus schauinslandi,Hawaiian monk seal,Metazoa,Chordata,Mammalia,Phocidae,Neomonachus,Hawaiian monk seal,Carnivora
Cluster 370,XP_021536480,805,Neomonachus schauinslandi,Hawaiian monk seal,Metazoa,Chordata,Mammalia,Phocidae,Neomonachus,Hawaiian monk seal,Carnivora
Cluster 371,NP_001297119,805,Mustela putorius furo,NA,Metazoa,Chordata,Mammalia,Mustelidae,Mustela,Mustela putorius furo,Carnivora
Cluster 371,NP_001297119,805,Mustela putorius furo,NA,Metazoa,Chordata,Mammalia,Mustelidae,Mustela,Mustela putorius furo,Carnivora
Cluster 371,ENSMPUP00000002630_M,805,Mustela putorius furo,NA,Metazoa,Chordata,Mammalia,Mustelidae,Mustela,Mustela putorius furo,Carnivora
Cluster 371,NP_001297119,805,Mustela putorius furo,NA,Metazoa,Chordata,Mammalia,Mustelidae,Mustela,Mustela putorius furo,Carnivora
Cluster 372,XP_032736028,805,Lontra canadensis,North American River Otter,Metazoa,Chordata,Mammalia,Mustelidae,Lontra,North American River Otter,Carnivora
Cluster 372,XP_032736028,805,Lontra canadensis,North American River Otter,Metazoa,Chordata,Mammalia,Mustelidae,Lontra,North American River Otter,Carnivora
Cluster 373,XP_010217584,805,Tinamus guttatus,White-throated Tinamou,Metazoa,Chordata,Aves,Tinamidae,Tinamus,White-throated Tinamou,Tinamiformes
Cluster 373,XP_010217584,805,Tinamus guttatus,White-throated Tinamou,Metazoa,Chordata,Aves,Tinamidae,Tinamus,White-throated Tinamou,Tinamiformes
Cluster 373,XP_010217584,805,Tinamus guttatus,White-throated Tinamou,Metazoa,Chordata,Aves,Tinamidae,Tinamus,White-throated Tinamou,Tinamiformes
Cluster 374,ACT66274,805,Phodopus campbelli,Campbell's hamster,Metazoa,Chordata,Mammalia,Cricetidae,Phodopus,Campbell's hamster,Rodentia
Cluster 375,NP_001358344,805,Homo sapiens,man,Metazoa,Chordata,Mammalia,Hominidae,Homo,man,Primates
Cluster 375,ENSP00000389326_H,805,Homo sapiens,man,Metazoa,Chordata,Mammalia,Hominidae,Homo,man,Primates
Cluster 375,NP_068576,805,Homo sapiens,man,Metazoa,Chordata,Mammalia,Hominidae,Homo,man,Primates
Cluster 376,XP_016798468,805,Pan troglodytes,Chimpanzee,Metazoa,Chordata,Mammalia,Hominidae,Pan,Chimpanzee,Primates
Cluster 376,ENSPTRP00000037158_P,805,Pan troglodytes,Chimpanzee,Metazoa,Chordata,Mammalia,Hominidae,Pan,Chimpanzee,Primates
Cluster 376,XP_016798468,805,Pan troglodytes,Chimpanzee,Metazoa,Chordata,Mammalia,Hominidae,Pan,Chimpanzee,Primates
Cluster 377,NP_001129168,805,Macaca mulatta,Rhesus Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,Rhesus Monkey,Primates
Cluster 377,NP_001129168,805,Macaca mulatta,Rhesus Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,Rhesus Monkey,Primates
Cluster 378,NP_001124604,805,Pongo abelii,Sumatran Orangutan,Metazoa,Chordata,Mammalia,Hominidae,Pongo,Sumatran Orangutan,Primates
Cluster 378,NP_001124604,805,Pongo abelii,Sumatran Orangutan,Metazoa,Chordata,Mammalia,Hominidae,Pongo,Sumatran Orangutan,Primates
Cluster 379,XP_008987241,805,Callithrix jacchus,white-tufted-ear marmoset,Metazoa,Chordata,Mammalia,Cebidae,Callithrix,white-tufted-ear marmoset,Primates
Cluster 379,XP_008987241,805,Callithrix jacchus,white-tufted-ear marmoset,Metazoa,Chordata,Mammalia,Cebidae,Callithrix,white-tufted-ear marmoset,Primates
Cluster 380,XP_003261132,805,Nomascus leucogenys,Northern White-cheeked Crested Gibbon,Metazoa,Chordata,Mammalia,Hylobatidae,Nomascus,Northern White-cheeked Crested Gibbon,Primates
Cluster 380,XP_003261132,805,Nomascus leucogenys,Northern White-cheeked Crested Gibbon,Metazoa,Chordata,Mammalia,Hylobatidae,Nomascus,Northern White-cheeked Crested Gibbon,Primates
Cluster 381,XP_003791912,805,Otolemur garnettii,small-eared galago,Metazoa,Chordata,Mammalia,Galagidae,Otolemur,small-eared galago,Primates
Cluster 381,XP_003791912,805,Otolemur garnettii,small-eared galago,Metazoa,Chordata,Mammalia,Galagidae,Otolemur,small-eared galago,Primates
Cluster 382,XP_008972428,805,Pan paniscus,pygmy chimpanzee,Metazoa,Chordata,Mammalia,Hominidae,Pan,pygmy chimpanzee,Primates
Cluster 383,XP_021788732,805,Papio anubis,Olive Baboon,Metazoa,Chordata,Mammalia,Cercopithecidae,Papio,Olive Baboon,Primates
Cluster 383,ENSPANP00000007473_P,805,Papio anubis,Olive Baboon,Metazoa,Chordata,Mammalia,Cercopithecidae,Papio,Olive Baboon,Primates
Cluster 383,XP_021788732,805,Papio anubis,Olive Baboon,Metazoa,Chordata,Mammalia,Cercopithecidae,Papio,Olive Baboon,Primates
Cluster 384,XP_010334925,805,Saimiri boliviensis boliviensis,Bolivian Squirrel Monkey,Metazoa,Chordata,Mammalia,Cebidae,Saimiri,Bolivian Squirrel Monkey,Primates
Cluster 384,ENSSBOP00000004684_S,805,Saimiri boliviensis,Bolivian squirrel monkey,Metazoa,Chordata,Mammalia,Cebidae,Saimiri,Bolivian squirrel monkey,Primates
Cluster 384,XP_010334925,805,Saimiri boliviensis boliviensis,Bolivian Squirrel Monkey,Metazoa,Chordata,Mammalia,Cebidae,Saimiri,Bolivian Squirrel Monkey,Primates
Cluster 385,XP_018874749,805,Gorilla gorilla gorilla,Western Lowland Gorilla,Metazoa,Chordata,Mammalia,Hominidae,Gorilla,Western Lowland Gorilla,Primates
Cluster 385,ENSGGOP00000007298_G,805,Gorilla gorilla,gorilla,Metazoa,Chordata,Mammalia,Hominidae,Gorilla,gorilla,Primates
Cluster 385,XP_018874749,805,Gorilla gorilla gorilla,Western Lowland Gorilla,Metazoa,Chordata,Mammalia,Hominidae,Gorilla,Western Lowland Gorilla,Primates
Cluster 386,XP_005593094,805,Macaca fascicularis,Long-tailed Macaque,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,Long-tailed Macaque,Primates
Cluster 386,ENSMMUP00000076885_M,805,Macaca mulatta,Rhesus Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,Rhesus Monkey,Primates
Cluster 386,ENSMFAP00000043589_M,805,Macaca fascicularis,Long-tailed Macaque,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,Long-tailed Macaque,Primates
Cluster 386,XP_005593094,805,Macaca fascicularis,Long-tailed Macaque,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,Long-tailed Macaque,Primates
Cluster 387,XP_007989304,805,Chlorocebus sabaeus,Green Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Chlorocebus,Green Monkey,Primates
Cluster 387,ENSCSAP00000011029_C,805,Chlorocebus sabaeus,Green Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Chlorocebus,Green Monkey,Primates
Cluster 387,XP_007989304,805,Chlorocebus sabaeus,Green Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Chlorocebus,Green Monkey,Primates
Cluster 388,XP_008062810,805,Carlito syrichta,Philippine Tarsier,Metazoa,Chordata,Mammalia,Tarsiidae,Carlito,Philippine Tarsier,Primates
Cluster 388,ENSTSYP00000010149_C,805,Carlito syrichta,Philippine Tarsier,Metazoa,Chordata,Mammalia,Tarsiidae,Carlito,Philippine Tarsier,Primates
Cluster 388,XP_008062810,805,Carlito syrichta,Philippine Tarsier,Metazoa,Chordata,Mammalia,Tarsiidae,Carlito,Philippine Tarsier,Primates
Cluster 389,XP_010364367,805,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Rhinopithecus,Golden Snub-nosed Monkey,Primates
Cluster 389,XP_010364367,805,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Rhinopithecus,Golden Snub-nosed Monkey,Primates
Cluster 390,XP_011733505,805,Macaca nemestrina,pigtail macaque,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,pigtail macaque,Primates
Cluster 390,ENSMNEP00000029823_M,805,Macaca nemestrina,pigtail macaque,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,pigtail macaque,Primates
Cluster 390,XP_011733505,805,Macaca nemestrina,pigtail macaque,Metazoa,Chordata,Mammalia,Cercopithecidae,Macaca,pigtail macaque,Primates
Cluster 391,XP_011850923,805,Mandrillus leucophaeus,Drill,Metazoa,Chordata,Mammalia,Cercopithecidae,Mandrillus,Drill,Primates
Cluster 391,ENSMLEP00000031718_M,805,Mandrillus leucophaeus,Drill,Metazoa,Chordata,Mammalia,Cercopithecidae,Mandrillus,Drill,Primates
Cluster 391,XP_011850923,805,Mandrillus leucophaeus,Drill,Metazoa,Chordata,Mammalia,Cercopithecidae,Mandrillus,Drill,Primates
Cluster 392,XP_011891198,805,Cercocebus atys,Sooty Mangabey,Metazoa,Chordata,Mammalia,Cercopithecidae,Cercocebus,Sooty Mangabey,Primates
Cluster 392,ENSCATP00000003601_C,805,Cercocebus atys,Sooty Mangabey,Metazoa,Chordata,Mammalia,Cercopithecidae,Cercocebus,Sooty Mangabey,Primates
Cluster 392,XP_011891201,805,Cercocebus atys,Sooty Mangabey,Metazoa,Chordata,Mammalia,Cercopithecidae,Cercocebus,Sooty Mangabey,Primates
Cluster 393,XP_012290105,805,Aotus nancymaae,Ma's Night Monkey,Metazoa,Chordata,Mammalia,Aotidae,Aotus,Ma's Night Monkey,Primates
Cluster 393,ENSANAP00000023235_A,805,Aotus nancymaae,Ma's Night Monkey,Metazoa,Chordata,Mammalia,Aotidae,Aotus,Ma's Night Monkey,Primates
Cluster 393,XP_012290105,805,Aotus nancymaae,Ma's Night Monkey,Metazoa,Chordata,Mammalia,Aotidae,Aotus,Ma's Night Monkey,Primates
Cluster 394,XP_017367865,805,Cebus capucinus imitator,NA,Metazoa,Chordata,Mammalia,Cebidae,Cebus,Cebus capucinus imitator,Primates
Cluster 394,XP_017367865,805,Cebus capucinus imitator,NA,Metazoa,Chordata,Mammalia,Cebidae,Cebus,Cebus capucinus imitator,Primates
Cluster 395,XP_023054821,805,Piliocolobus tephrosceles,Ashy Red Colobus,Metazoa,Chordata,Mammalia,Cercopithecidae,Piliocolobus,Ashy Red Colobus,Primates
Cluster 395,ENSPTEP00000002790_P,805,Piliocolobus tephrosceles,Ashy Red Colobus,Metazoa,Chordata,Mammalia,Cercopithecidae,Piliocolobus,Ashy Red Colobus,Primates
Cluster 395,XP_023054821,805,Piliocolobus tephrosceles,Ashy Red Colobus,Metazoa,Chordata,Mammalia,Cercopithecidae,Piliocolobus,Ashy Red Colobus,Primates
Cluster 396,XP_025227847,805,Theropithecus gelada,gelada baboon,Metazoa,Chordata,Mammalia,Cercopithecidae,Theropithecus,gelada baboon,Primates
Cluster 396,ENSTGEP00000020534_T,805,Theropithecus gelada,gelada baboon,Dipnotetrapodomorpha,Vertebrata,NA,NA,NA,gelada baboon,NA
Cluster 396,XP_025227847,805,Theropithecus gelada,gelada baboon,Metazoa,Chordata,Mammalia,Cercopithecidae,Theropithecus,gelada baboon,Primates
Cluster 397,XP_026867211,805,Electrophorus electricus,electric eel,Metazoa,Chordata,Actinopteri,Gymnotidae,Electrophorus,electric eel,Gymnotiformes
Cluster 398,XP_032141854,805,Sapajus apella,Guianan Brown Capuchin,Metazoa,Chordata,Mammalia,Cebidae,Sapajus,Guianan Brown Capuchin,Primates
Cluster 398,XP_032141854,805,Sapajus apella,Guianan Brown Capuchin,Metazoa,Chordata,Mammalia,Cebidae,Sapajus,Guianan Brown Capuchin,Primates
Cluster 399,XP_032612508,805,Hylobates moloch,silvery gibbon,Metazoa,Chordata,Mammalia,Hylobatidae,Hylobates,silvery gibbon,Primates
Cluster 400,XP_033056809,805,Trachypithecus francoisi,François' leaf monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Trachypithecus,François' leaf monkey,Primates
Cluster 401,XP_034341939,805,Arvicanthis niloticus,African Arvicanthis,Metazoa,Chordata,Mammalia,Muridae,Arvicanthis,African Arvicanthis,Rodentia
Cluster 402,XP_034852450,805,Mirounga leonina,Southern Elephant Seal,Metazoa,Chordata,Mammalia,Phocidae,Mirounga,Southern Elephant Seal,Carnivora
Cluster 403,ENSLCAP00010012624_L,805,NA,NA,NA,NA,NA,NA,NA,ENSLCAP00010012624_L,NA
Cluster 404,ENSCABP00000022558_C,805,Chelonoidis abingdonii,Pinta Giant Tortoise,Metazoa,Chordata,NA,Testudinidae,Chelonoidis,Pinta Giant Tortoise,Testudines
Cluster 405,ENSJHYP00000009822_J,805,NA,NA,NA,NA,NA,NA,NA,ENSJHYP00000009822_J,NA
Cluster 406,ENSPCLP00000009331_P,805,Phasianus colchicus,Common Pheasant,Metazoa,Chordata,Aves,Phasianidae,Phasianus,Common Pheasant,Galliformes
Cluster 407,ENSNSUP00000017429_N,805,Notechis scutatus,Mainland Tiger Snake,Metazoa,Chordata,Lepidosauria,Elapidae,Notechis,Mainland Tiger Snake,Squamata
Cluster 408,ENSPSMP00000005317_P,805,NA,NA,NA,NA,NA,NA,NA,ENSPSMP00000005317_P,NA
Cluster 409,ENSRROP00000003015_R,805,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Rhinopithecus,Golden Snub-nosed Monkey,Primates
Cluster 410,ENSNLEP00000011529_N,805,Nomascus leucogenys,Northern White-cheeked Crested Gibbon,Metazoa,Chordata,Mammalia,Hylobatidae,Nomascus,Northern White-cheeked Crested Gibbon,Primates
Cluster 411,ENSPPAP00000029848_P,805,Pan paniscus,pygmy chimpanzee,Metazoa,Chordata,Mammalia,Hominidae,Pan,pygmy chimpanzee,Primates
Cluster 411,XP_008972428,805,Pan paniscus,pygmy chimpanzee,Metazoa,Chordata,Mammalia,Hominidae,Pan,pygmy chimpanzee,Primates
Cluster 412,MGP_SPRETE,805,Mspr,NA,NA,NA,NA,NA,NA,Mspr,NA
Cluster 413,ENSFCAP00000052000_F,805,Felis catus,Domestic Cat,Metazoa,Chordata,Mammalia,Felidae,Felis,Domestic Cat,Carnivora
Cluster 414,ENSNVIP00000026442_N,805,NA,NA,NA,NA,NA,NA,NA,ENSNVIP00000026442_N,NA
Cluster 415,ENSUAMP00000012193_U,805,NA,NA,NA,NA,NA,NA,NA,ENSUAMP00000012193_U,NA
Cluster 416,ENSUMAP00000011451_U,805,Ursus maritimus,Polar Bear,Metazoa,Chordata,Mammalia,Ursidae,Ursus,Polar Bear,Carnivora
Cluster 417,ENSOARP00000013345_O,805,Ovis aries,Red Sheep,Metazoa,Chordata,Mammalia,Bovidae,Ovis,Red Sheep,Artiodactyla
Cluster 418,ENSCWAP00000019113_C,805,NA,NA,NA,NA,NA,NA,NA,ENSCWAP00000019113_C,NA
Cluster 419,ENSEASP00005000764_E,805,NA,NA,NA,NA,NA,NA,NA,ENSEASP00005000764_E,NA
Cluster 420,MT560522,805,Neofelis diardi,NA,Metazoa,Chordata,Mammalia,Felidae,Neofelis,Neofelis diardi,Carnivora
Cluster 420,MT560524,805,Neofelis nebulosa,Clouded Leopard,Metazoa,Chordata,Mammalia,Felidae,Neofelis,Clouded Leopard,Carnivora
Cluster 421,MT515622,805,Rhinolophus pearsonii,Pearson's horseshoe bat,Metazoa,Chordata,Mammalia,Rhinolophidae,Rhinolophus,Pearson's horseshoe bat,Chiroptera
Cluster 422,XP_019601896,805,Rhinolophus sinicus,Chinese Rufous Horseshoe Bat,Metazoa,Chordata,Mammalia,Rhinolophidae,Rhinolophus,Chinese Rufous Horseshoe Bat,Chiroptera
Cluster 423,MT560518,805,Mustela lutreola,European Mink,Metazoa,Chordata,Mammalia,Mustelidae,Mustela,European Mink,Carnivora
Cluster 424,MT560520,805,Mustela nigripes,Black-footed Ferret,Metazoa,Chordata,Mammalia,Mustelidae,Mustela,Black-footed Ferret,Carnivora
Cluster 425,MT515623,805,Cynopterus sphinx,greater short-nosed fruit bat,Metazoa,Chordata,Mammalia,Pteropodidae,Cynopterus,greater short-nosed fruit bat,Chiroptera
Cluster 426,XP_028020351,804,Balaenoptera acutorostrata scammoni,North Pacific minke whale,Metazoa,Chordata,Mammalia,Balaenopteridae,Balaenoptera,North Pacific minke whale,Artiodactyla
Cluster 426,XP_028020351,804,Balaenoptera acutorostrata scammoni,North Pacific minke whale,Metazoa,Chordata,Mammalia,Balaenopteridae,Balaenoptera,North Pacific minke whale,Artiodactyla
Cluster 426,XP_028020351,804,Balaenoptera acutorostrata scammoni,North Pacific minke whale,Metazoa,Chordata,Mammalia,Balaenopteridae,Balaenoptera,North Pacific minke whale,Artiodactyla
Cluster 427,XP_023971279,804,Physeter catodon,Sperm Whale,Metazoa,Chordata,Mammalia,Physeteridae,Physeter,Sperm Whale,Artiodactyla
Cluster 427,XP_023971279,804,Physeter catodon,Sperm Whale,Metazoa,Chordata,Mammalia,Physeteridae,Physeter,Sperm Whale,Artiodactyla
Cluster 427,ENSPCTP00005001509_P,804,Physeter catodon,Sperm Whale,Metazoa,Chordata,Mammalia,Physeteridae,Physeter,Sperm Whale,Artiodactyla
Cluster 427,XP_023971279,804,Physeter catodon,Sperm Whale,Metazoa,Chordata,Mammalia,Physeteridae,Physeter,Sperm Whale,Artiodactyla
Cluster 428,XP_007466389,804,Lipotes vexillifer,Chinese river dolphin,Metazoa,Chordata,Mammalia,Lipotidae,Lipotes,Chinese river dolphin,Artiodactyla
Cluster 428,XP_007466389,804,Lipotes vexillifer,Chinese river dolphin,Metazoa,Chordata,Mammalia,Lipotidae,Lipotes,Chinese river dolphin,Artiodactyla
Cluster 428,XP_007466389,804,Lipotes vexillifer,Chinese river dolphin,Metazoa,Chordata,Mammalia,Lipotidae,Lipotes,Chinese river dolphin,Artiodactyla
Cluster 429,XP_029095804,804,Monodon monoceros,Narwhal,Metazoa,Chordata,Mammalia,Monodontidae,Monodon,Narwhal,Artiodactyla
Cluster 429,TKC38591,794,Monodon monoceros,Narwhal,Metazoa,Chordata,Mammalia,Monodontidae,Monodon,Narwhal,Artiodactyla
Cluster 429,XP_029095804,804,Monodon monoceros,Narwhal,Metazoa,Chordata,Mammalia,Monodontidae,Monodon,Narwhal,Artiodactyla
Cluster 429,XP_029095804,804,Monodon monoceros,Narwhal,Metazoa,Chordata,Mammalia,Monodontidae,Monodon,Narwhal,Artiodactyla
Cluster 430,KAB0345583,804,Muntiacus muntjak,Red Muntjac,Metazoa,Chordata,Mammalia,Cervidae,Muntiacus,Red Muntjac,Artiodactyla
Cluster 431,XP_022418360,804,Delphinapterus leucas,white whale,Metazoa,Chordata,Mammalia,Monodontidae,Delphinapterus,white whale,Artiodactyla
Cluster 431,XP_022418360,804,Delphinapterus leucas,white whale,Metazoa,Chordata,Mammalia,Monodontidae,Delphinapterus,white whale,Artiodactyla
Cluster 431,XP_022418360,804,Delphinapterus leucas,white whale,Metazoa,Chordata,Mammalia,Monodontidae,Delphinapterus,white whale,Artiodactyla
Cluster 432,XP_026951598,804,Lagenorhynchus obliquidens,Pacific White-sided Dolphin,Metazoa,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Pacific White-sided Dolphin,Artiodactyla
Cluster 432,XP_026951598,804,Lagenorhynchus obliquidens,Pacific White-sided Dolphin,Metazoa,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Pacific White-sided Dolphin,Artiodactyla
Cluster 432,XP_026951598,804,Lagenorhynchus obliquidens,Pacific White-sided Dolphin,Metazoa,Chordata,Mammalia,Delphinidae,Lagenorhynchus,Pacific White-sided Dolphin,Artiodactyla
Cluster 433,XP_004269705,804,Orcinus orca,Killer Whale,Metazoa,Chordata,Mammalia,Delphinidae,Orcinus,Killer Whale,Artiodactyla
Cluster 433,XP_004269705,804,Orcinus orca,Killer Whale,Metazoa,Chordata,Mammalia,Delphinidae,Orcinus,Killer Whale,Artiodactyla
Cluster 433,XP_004269705,804,Orcinus orca,Killer Whale,Metazoa,Chordata,Mammalia,Delphinidae,Orcinus,Killer Whale,Artiodactyla
Cluster 434,XP_005903173,804,Bos mutus,wild yak,Metazoa,Chordata,Mammalia,Bovidae,Bos,wild yak,Artiodactyla
Cluster 434,XP_005903173,804,Bos mutus,wild yak,Metazoa,Chordata,Mammalia,Bovidae,Bos,wild yak,Artiodactyla
Cluster 434,ENSBMUP00000026902_B,804,Bos mutus,wild yak,Metazoa,Chordata,Mammalia,Bovidae,Bos,wild yak,Artiodactyla
Cluster 434,XP_005903173,804,Bos mutus,wild yak,Metazoa,Chordata,Mammalia,Bovidae,Bos,wild yak,Artiodactyla
Cluster 435,XP_019781177,804,Tursiops truncatus,Bottlenose Dolphin,Metazoa,Chordata,Mammalia,Delphinidae,Tursiops,Bottlenose Dolphin,Artiodactyla
Cluster 435,XP_019781177,804,Tursiops truncatus,Bottlenose Dolphin,Metazoa,Chordata,Mammalia,Delphinidae,Tursiops,Bottlenose Dolphin,Artiodactyla
Cluster 436,XP_011961657,804,Ovis aries,Red Sheep,Metazoa,Chordata,Mammalia,Bovidae,Ovis,Red Sheep,Artiodactyla
Cluster 436,XP_011961657,804,Ovis aries,Red Sheep,Metazoa,Chordata,Mammalia,Bovidae,Ovis,Red Sheep,Artiodactyla
Cluster 436,XP_011961657,804,Ovis aries,Red Sheep,Metazoa,Chordata,Mammalia,Bovidae,Ovis,Red Sheep,Artiodactyla
Cluster 437,XP_030703991,804,Globicephala melas,globicéphale noir de l'Atlantique,Metazoa,Chordata,Mammalia,Delphinidae,Globicephala,globicéphale noir de l'Atlantique,Artiodactyla
Cluster 437,XP_030703991,804,Globicephala melas,globicéphale noir de l'Atlantique,Metazoa,Chordata,Mammalia,Delphinidae,Globicephala,globicéphale noir de l'Atlantique,Artiodactyla
Cluster 437,XP_030703991,804,Globicephala melas,globicéphale noir de l'Atlantique,Metazoa,Chordata,Mammalia,Delphinidae,Globicephala,globicéphale noir de l'Atlantique,Artiodactyla
Cluster 438,NP_001277036,804,Capra hircus,domestic goat,Metazoa,Chordata,Mammalia,Bovidae,Capra,domestic goat,Artiodactyla
Cluster 438,NP_001277036,804,Capra hircus,domestic goat,Metazoa,Chordata,Mammalia,Bovidae,Capra,domestic goat,Artiodactyla
Cluster 438,NP_001277036,804,Capra hircus,domestic goat,Metazoa,Chordata,Mammalia,Bovidae,Capra,domestic goat,Artiodactyla
Cluster 439,XP_027389729,804,Bos indicus x Bos taurus,NA,Metazoa,Chordata,Mammalia,Bovidae,Bos,Bos indicus x Bos taurus,Artiodactyla
Cluster 440,XP_005228486,804,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 440,ENSBTAP00000045721_B,743,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 441,XP_005701129,804,Capra hircus,domestic goat,Metazoa,Chordata,Mammalia,Bovidae,Capra,domestic goat,Artiodactyla
Cluster 441,XP_017899103,743,Capra hircus,domestic goat,Metazoa,Chordata,Mammalia,Bovidae,Capra,domestic goat,Artiodactyla
Cluster 441,ENSCHIP00000016062_C,804,Capra hircus,domestic goat,Metazoa,Chordata,Mammalia,Bovidae,Capra,domestic goat,Artiodactyla
Cluster 442,XP_024599894,804,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,Metazoa,Chordata,Mammalia,Phocoenidae,Neophocaena,Yangtze finless porpoise,Artiodactyla
Cluster 442,XP_024599894,804,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,Metazoa,Chordata,Mammalia,Phocoenidae,Neophocaena,Yangtze finless porpoise,Artiodactyla
Cluster 442,XP_024599894,804,Neophocaena asiaeorientalis asiaeorientalis,Yangtze finless porpoise,Metazoa,Chordata,Mammalia,Phocoenidae,Neophocaena,Yangtze finless porpoise,Artiodactyla
Cluster 443,NP_001019673,804,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 443,NP_001019673,804,Bos taurus,aurochs,Metazoa,Chordata,Mammalia,Bovidae,Bos,aurochs,Artiodactyla
Cluster 444,XP_032476001,804,Phocoena sinus,cochito,Metazoa,Chordata,Mammalia,Phocoenidae,Phocoena,cochito,Artiodactyla
